image_id,mask_id,step,token_group,obj_iou,iou_hard,io_ratio,wdp,func_iou,f1_iou
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
29397,2,59,person + standing,0.2410536348669959,0.2045406915822563,0.214679588967055,0.1349133877735873,0.8342391304347826,0.3740309266995747
29397,2,59,standing,0.2309220463650095,0.1965696391715892,0.2114974098755119,0.1364926410542523,0.8206521739130435,0.3604247340787512
,,,,,,,,,
29397,2_person,52,person,0.3705129566694987,0.316888738966661,0.3501232898179995,0.1025179877086808,0.904891304347826,0.5257532264648409
,,,,,,,,,
29397,2_person,59,standing,0.2309220463650095,0.1965696391715892,0.2114974098755119,0.1364926410542523,0.8206521739130435,0.3604247340787512
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
29397,3,62,person + on + bench,0.1635464897006074,0.0798060531297919,0.5342942015277862,0.0314143233358861,0.8913043478260869,0.2763797347568715
29397,3,62,bench,0.1657674076560913,0.0797423024861641,0.5316642495076247,0.0316575518626647,0.8913043478260869,0.279544336333797
,,,,,,,,,
29397,3_person_first,52,person,0.3705129566694987,0.316888738966661,0.3501232898179995,0.1025179877086808,0.904891304347826,0.5257532264648409
,,,,,,,,,
29397,3_bench_second,62,bench,0.2080353112303757,0.1019406842773908,0.5222782826562885,0.0335086280884452,0.8913043478260869,0.3373348280005309
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
32081,2,14,player + wearing,0.2600895851621762,0.2206719639617093,0.2424220408578511,0.052169524052728,0.8076923076923077,0.3934742828140494
32081,2,14,wearing,0.2619711652091704,0.2346813917736014,0.2460497146969949,0.0509344456616087,0.8205128205128205,0.3971434265892432
,,,,,,,,,
32081,2_player,6,player,0.0328525977939424,0.0158056519583539,0.0779500054513767,0.1118853906797729,0.6752136752136753,0.0626566301556518
,,,,,,,,,
32081,2_player,14,wearing,0.2619711652091704,0.2346813917736014,0.2460497146969949,0.0509344456616087,0.8205128205128205,0.3971434265892432
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
32081,1,16,player + white,0.2070833333333333,0.1975766633750567,0.1796538685021925,0.0797655452877797,0.7735042735042735,0.3267017494161954
32081,1,16,white,0.2056689482230581,0.197744161358811,0.1786457777669565,0.0800518496548152,0.7777777777777778,0.3253144949850329
,,,,,,,,,
32081,1_player,6,player,0.0328525977939424,0.0158056519583539,0.0779500054513767,0.1118853906797729,0.6752136752136753,0.0626566301556518
,,,,,,,,,
32081,1_player,16,white,0.2056689482230581,0.197744161358811,0.1786457777669565,0.0800518496548152,0.7777777777777778,0.3253144949850329
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
40036,3,6,person + top + horse,0.2965477784014854,0.2658971361776738,0.3452569685354945,0.0579173254489542,0.7304347826086957,0.4218354240343002
40036,3,6,horse,0.3136878330373002,0.2828691247425934,0.3571604359669277,0.0565788899037776,0.7536231884057971,0.4429869459757642
,,,,,,,,,
40036,3_person_first,1,person,0.0344785359548268,0.0197765115893123,0.0322950844294733,0.210985870678045,0.7246376811594203,0.065825089178189
,,,,,,,,,
40036,3_horse_second,6,horse,0.3107972947228043,0.297339593114241,0.3267149422800587,0.0623038387192671,0.7536231884057971,0.4400968450145796
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
40036,1,6,horse + brown,0.3535009249638884,0.323260948936836,0.3528311899805036,0.0583025324354682,0.7594202898550725,0.4824344640492491
40036,1,6,horse,0.3107972947228043,0.297339593114241,0.3267149422800587,0.0623038387192671,0.7536231884057971,0.4400968450145796
,,,,,,,,,
40036,1_horse,5,brown,0.4112264425940712,0.3406855288510293,0.3344398652792872,0.0653375568787234,0.7333333333333333,0.5269555408898909
,,,,,,,,,
40036,1_horse,6,horse,0.3107972947228043,0.297339593114241,0.3267149422800587,0.0623038387192671,0.7536231884057971,0.4400968450145796
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
40036,2,28,horse + jumping,0.0328729972748456,0.0126427406199021,0.0959613074378336,0.1190756253975368,0.863768115942029,0.0633355899097456
40036,2,28,jumping,0.0201541045398017,0.0034086583382358,0.0804525229870951,0.1220876122288391,0.8579710144927536,0.0393830836709402
,,,,,,,,,
40036,2_horse,6,horse,0.3107972947228043,0.297339593114241,0.3267149422800587,0.0623038387192671,0.7536231884057971,0.4400968450145796
,,,,,,,,,
40036,2_horse,28,jumping,0.0201541045398017,0.0034086583382358,0.0804525229870951,0.1220876122288391,0.8579710144927536,0.0393830836709402
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
47121,1,4,cat + black,0.5173251965246173,0.3871226329481517,0.5946665804940401,0.0484265044202209,0.8132992327365729,0.6323951013621144
47121,1,4,cat,0.518601638944817,0.432427948783688,0.5964345455349862,0.0485605493198475,0.8056265984654731,0.6310079524641403
,,,,,,,,,
47121,1_cat,1,black,0.3527124696820115,0.2565527723554218,0.4741568448225138,0.074507719232726,0.8439897698209718,0.4975100844192333
,,,,,,,,,
47121,1_cat,4,cat,0.518601638944817,0.432427948783688,0.5964345455349862,0.0485605493198475,0.8056265984654731,0.6310079524641403
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
47121,2,6,cat + drinking,0.1569124943617501,0.1041565925209542,0.2459979008473052,0.1280978637253506,0.7161125319693095,0.2574198911736631
47121,2,6,drinking,0.1494230551374795,0.0855745237057868,0.2305035430136087,0.1317728146296953,0.7263427109974424,0.2478570210230312
,,,,,,,,,
47121,2_cat,4,cat,0.518601638944817,0.432427948783688,0.5964345455349862,0.0485605493198475,0.8056265984654731,0.6310079524641403
,,,,,,,,,
47121,2_cat,6,drinking,0.1494230551374795,0.0855745237057868,0.2305035430136087,0.1317728146296953,0.7263427109974424,0.2478570210230312
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
47121,3,19,cat + on + sink,0.2444858736180713,0.1539325018755746,0.7680817930597083,0.0194956288971996,0.8132992327365729,0.3759557063792556
47121,3,19,cat,0.2492944089015531,0.1557861493345364,0.7682523129503931,0.019376329913837,0.8132992327365729,0.3816152168435408
,,,,,,,,,
47121,3_sink_second,10,sink,0.3490348001721797,0.2204321931405882,0.5316809153167231,0.0418921063561289,0.7033248081841432,0.4665417257207563
,,,,,,,,,
47121,3_cat_first,19,cat,0.5172251840568672,0.407585710429227,0.5916452186572173,0.0486098044351283,0.8132992327365729,0.6323203693762635
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
47585,2,14,groom + holding,0.1874963530057068,0.0438869871762121,0.2466041344083471,0.0869376270745514,0.7797101449275362,0.3022990620676215
47585,2,14,holding,0.1852803599976316,0.0452125397608396,0.2455594793650511,0.0862865384287358,0.7768115942028986,0.2991978702157362
,,,,,,,,,
47585,2_groom,6,groom,0.2854869859105473,0.2497692318616243,0.3167743547288857,0.1066300892886577,0.736231884057971,0.4114333750485199
,,,,,,,,,
47585,2_groom,14,holding,0.1852803599976316,0.0452125397608396,0.2455594793650511,0.0862865384287358,0.7768115942028986,0.2991978702157362
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
