mode,target_type,target,layer,n,obj_iou,iou_hard,io_ratio,wdp,func_iou,f1_iou
A,relation_on,3_first_jockeys__2_jockeys,28,2,0.0049,0.0001,0.0249,0.1274,0.7263,0.0097
A,relation_on,3_first_jockeys__3,28,2,0.0049,0.0001,0.0249,0.1274,0.7263,0.0097
A,relation_on,3_first_jockeys__3_second_horse,28,2,0.0036,0.0,0.0159,0.1363,0.7263,0.0072
A,relation_on,3_first_man__1,28,4,0.2209,0.1989,0.3275,0.0586,0.7834,0.3446
A,relation_on,3_first_man__1_man,28,4,0.2209,0.1989,0.3275,0.0586,0.7834,0.3446
A,relation_on,3_first_man__2,28,4,0.1718,0.1654,0.2399,0.0871,0.7834,0.2818
A,relation_on,3_first_man__2_man,28,3,0.2246,0.2202,0.3172,0.0536,0.799,0.3506
A,relation_on,3_first_man__2_woman,28,1,0.0137,0.0013,0.0078,0.1875,0.7366,0.0268
A,relation_on,3_first_man__3,28,4,0.2209,0.1989,0.3275,0.0586,0.7834,0.3446
A,relation_on,3_first_man__3_second_bed,28,3,0.1834,0.315,0.1398,0.1058,0.799,0.2983
A,relation_on,3_first_man__3_second_woman,28,1,0.0137,0.0013,0.0078,0.1875,0.7366,0.0268
A,relation_on,3_first_oven__2,28,1,0.064,0.0756,0.0615,0.1716,0.7059,0.1174
A,relation_on,3_first_oven__2_man,28,1,0.064,0.0757,0.0615,0.1858,0.7059,0.1174
A,relation_on,3_first_oven__3,28,1,0.0641,0.0686,0.0783,0.1607,0.7059,0.1176
A,relation_on,3_first_oven__3_second_man,28,1,0.064,0.0757,0.0615,0.1858,0.7059,0.1174
A,relation_on,3_first_person__1,28,5,0.1775,0.1277,0.1975,0.1517,0.7775,0.2891
A,relation_on,3_first_person__1_person,28,5,0.1775,0.1277,0.1975,0.1517,0.7775,0.2891
A,relation_on,3_first_person__2,28,5,0.1418,0.1078,0.1508,0.1608,0.7775,0.2398
A,relation_on,3_first_person__2_person,28,5,0.1418,0.1078,0.1508,0.1608,0.7775,0.2398
A,relation_on,3_first_person__3,28,5,0.1775,0.1277,0.1975,0.1517,0.7775,0.2891
A,relation_on,3_first_person__3_second_bench,28,3,0.0088,0.0006,0.0221,0.1828,0.7917,0.0174
A,relation_on,3_first_person__3_second_person,28,1,0.0269,0.0162,0.0349,0.1483,0.8312,0.0521
A,relation_on,3_first_person__3_second_surfboard,28,1,0.0233,0.0509,0.0188,0.1989,0.6812,0.045
A,relation_on,3_first_pizza__1,28,3,0.0479,0.0469,0.151,0.0894,0.7698,0.0902
A,relation_on,3_first_pizza__1_pizza,28,3,0.0479,0.0469,0.151,0.0894,0.7698,0.0902
A,relation_on,3_first_pizza__2,28,3,0.0,0.0,0.0023,0.2193,0.7698,0.0
A,relation_on,3_first_pizza__2_person,28,3,0.0,0.0,0.0023,0.2193,0.7698,0.0
A,relation_on,3_first_pizza__3,28,3,0.0479,0.0469,0.151,0.0894,0.7698,0.0902
A,relation_on,3_first_pizza__3_second_dining table,28,3,0.0479,0.0469,0.151,0.0894,0.7698,0.0902
A,relation_on,3_first_player__1,28,1,0.1636,0.1242,0.2336,0.0725,0.7194,0.2665
A,relation_on,3_first_player__1_player,28,1,0.1636,0.1242,0.2336,0.0725,0.7194,0.2665
A,relation_on,3_first_player__2,28,1,0.1636,0.1242,0.2336,0.0725,0.7194,0.2665
A,relation_on,3_first_player__2_player,28,1,0.1636,0.1242,0.2336,0.0725,0.7194,0.2665
A,relation_on,3_first_player__3,28,1,0.1636,0.1242,0.2336,0.0725,0.7194,0.2665
A,relation_on,3_first_player__3_second_player,28,1,0.058,0.0709,0.0596,0.1085,0.7194,0.1074
A,relation_on,3_first_surfer__1,28,2,0.2113,0.2133,0.2151,0.1045,0.8029,0.3346
A,relation_on,3_first_surfer__1_surfer,28,2,0.2113,0.2133,0.2151,0.1045,0.8029,0.3346
A,relation_on,3_first_surfer__2,28,3,0.2224,0.2283,0.2032,0.1024,0.801,0.3481
A,relation_on,3_first_surfer__2_surfer,28,3,0.2224,0.2283,0.2032,0.1024,0.801,0.3481
A,relation_on,3_first_surfer__3,28,3,0.2224,0.2283,0.2032,0.1024,0.801,0.3481
A,relation_on,3_first_surfer__3_second_surfboard,28,2,0.0722,0.1857,0.0623,0.1736,0.8029,0.1326
A,relation_on,3_first_surfer__3_second_surfer,28,1,0.2801,0.2826,0.2118,0.0824,0.7971,0.4146
A,relation_on,3_first_woman__1,28,6,0.0808,0.0603,0.1361,0.1826,0.7416,0.1457
A,relation_on,3_first_woman__1_suitcase,28,3,0.0695,0.1062,0.0593,0.2621,0.7198,0.1268
A,relation_on,3_first_woman__1_tent,28,1,0.012,0.0,0.0395,0.1808,0.829,0.0236
A,relation_on,3_first_woman__1_woman,28,2,0.1321,0.0215,0.2996,0.0643,0.7306,0.2238
A,relation_on,3_first_woman__2,28,6,0.1478,0.0658,0.3142,0.0844,0.7416,0.2465
A,relation_on,3_first_woman__2_woman,28,6,0.1478,0.0658,0.3142,0.0844,0.7416,0.2465
A,relation_on,3_first_woman__3,28,6,0.1478,0.0658,0.3142,0.0844,0.7416,0.2465
A,relation_on,3_first_woman__3_second_chair,28,1,0.0111,0.0,0.0789,0.1282,0.7546,0.0219
A,relation_on,3_first_woman__3_second_skis,28,1,0.0104,0.0,0.0186,0.2301,0.7065,0.0204
A,relation_on,3_first_woman__3_second_suitcase,28,3,0.0695,0.1062,0.0593,0.2621,0.7198,0.1268
A,relation_on,3_first_woman__3_second_tent,28,1,0.012,0.0,0.0395,0.1808,0.829,0.0236
A,relation_on,3_first_women__1,28,1,0.0,0.0,0.0154,0.2366,0.9003,0.0
A,relation_on,3_first_women__1_umbrella,28,1,0.0,0.0,0.0154,0.2366,0.9003,0.0
A,relation_on,3_first_women__2,28,1,0.1542,0.0956,0.6062,0.0243,0.9003,0.2633
A,relation_on,3_first_women__2_women,28,1,0.1542,0.0956,0.6062,0.0243,0.9003,0.2633
A,relation_on,3_first_women__3,28,1,0.1542,0.0956,0.6062,0.0243,0.9003,0.2633
A,relation_on,3_first_women__3_second_umbrella,28,1,0.0,0.0,0.0154,0.2366,0.9003,0.0
A,relation_on,3_second_bed__1,28,5,0.161,0.2431,0.1288,0.1088,0.7868,0.2674
A,relation_on,3_second_bed__1_dog,28,2,0.1275,0.1352,0.1123,0.1135,0.7685,0.2188
A,relation_on,3_second_bed__1_man,28,3,0.1834,0.315,0.1398,0.1058,0.799,0.2983
A,relation_on,3_second_bed__2,28,5,0.161,0.2431,0.1288,0.1088,0.7868,0.2674
A,relation_on,3_second_bed__2_dog,28,2,0.1275,0.1352,0.1123,0.1135,0.7685,0.2188
A,relation_on,3_second_bed__2_man,28,3,0.1834,0.315,0.1398,0.1058,0.799,0.2983
A,relation_on,3_second_bed__3,28,5,0.2768,0.1755,0.4457,0.0639,0.7868,0.4096
A,relation_on,3_second_bed__3_first_dog,28,2,0.1275,0.1352,0.1123,0.1135,0.7685,0.2188
A,relation_on,3_second_bed__3_first_man,28,3,0.1834,0.315,0.1398,0.1058,0.799,0.2983
A,relation_on,3_second_bench__1,28,3,0.0088,0.0006,0.0221,0.1828,0.7917,0.0174
A,relation_on,3_second_bench__1_person,28,3,0.0088,0.0006,0.0221,0.1828,0.7917,0.0174
A,relation_on,3_second_bench__2,28,3,0.0088,0.0006,0.0221,0.1828,0.7917,0.0174
A,relation_on,3_second_bench__2_person,28,3,0.0088,0.0006,0.0221,0.1828,0.7917,0.0174
A,relation_on,3_second_bench__3,28,3,0.0957,0.0389,0.3545,0.0462,0.7917,0.1708
A,relation_on,3_second_bench__3_first_person,28,3,0.0088,0.0006,0.0221,0.1828,0.7917,0.0174
A,relation_on,3_second_bowl__1,28,1,0.0562,0.0312,0.2237,0.0886,0.6863,0.1038
A,relation_on,3_second_bowl__1_bowl,28,1,0.0562,0.0312,0.2237,0.0886,0.6863,0.1038
A,relation_on,3_second_bowl__3,28,1,0.0562,0.0312,0.2237,0.0886,0.6863,0.1038
A,relation_on,3_second_bowl__3_first_banana,28,1,0.0361,0.0301,0.0608,0.1109,0.6863,0.0685
A,relation_on,3_second_car__1,28,2,0.1039,0.0268,0.3858,0.0634,0.7775,0.1832
A,relation_on,3_second_car__1_car,28,2,0.1039,0.0268,0.3858,0.0634,0.7775,0.1832
A,relation_on,3_second_car__2,28,2,0.0609,0.0309,0.0859,0.1387,0.7775,0.113
A,relation_on,3_second_car__2_cat,28,1,0.0455,0.0,0.0765,0.1499,0.7391,0.0857
A,relation_on,3_second_car__2_dog,28,1,0.0764,0.0619,0.0952,0.1276,0.8159,0.1396
A,relation_on,3_second_car__3,28,2,0.1039,0.0268,0.3858,0.0634,0.7775,0.1832
A,relation_on,3_second_car__3_first_cat,28,1,0.0455,0.0,0.0765,0.1499,0.7391,0.0857
A,relation_on,3_second_car__3_first_dog,28,1,0.0764,0.0619,0.0952,0.1276,0.8159,0.1396
A,relation_on,3_second_carrot__1,28,1,0.1235,0.0944,0.3561,0.0932,0.9316,0.218
A,relation_on,3_second_carrot__1_fork,28,1,0.1235,0.0944,0.3561,0.0932,0.9316,0.218
A,relation_on,3_second_carrot__3,28,1,0.0,0.0,0.0929,0.353,0.9316,0.0
A,relation_on,3_second_carrot__3_first_fork,28,1,0.1235,0.0944,0.3561,0.0932,0.9316,0.218
A,relation_on,3_second_chair__1,28,2,0.074,0.0459,0.1309,0.0981,0.7237,0.1342
A,relation_on,3_second_chair__1_cat,28,1,0.1368,0.0918,0.1829,0.0681,0.6928,0.2285
A,relation_on,3_second_chair__1_woman,28,1,0.0111,0.0,0.0789,0.1282,0.7546,0.0219
A,relation_on,3_second_chair__2,28,2,0.074,0.0459,0.1309,0.0981,0.7237,0.1342
A,relation_on,3_second_chair__2_cat,28,1,0.1368,0.0918,0.1829,0.0681,0.6928,0.2285
A,relation_on,3_second_chair__2_woman,28,1,0.0111,0.0,0.0789,0.1282,0.7546,0.0219
A,relation_on,3_second_chair__3,28,2,0.1651,0.0853,0.4838,0.0585,0.7237,0.2689
A,relation_on,3_second_chair__3_first_cat,28,1,0.1368,0.0918,0.1829,0.0681,0.6928,0.2285
A,relation_on,3_second_chair__3_first_woman,28,1,0.0111,0.0,0.0789,0.1282,0.7546,0.0219
A,relation_on,3_second_couch__1,28,2,0.3342,0.3201,0.328,0.0653,0.7903,0.4698
A,relation_on,3_second_couch__1_dog,28,2,0.3342,0.3201,0.328,0.0653,0.7903,0.4698
A,relation_on,3_second_couch__2,28,2,0.3342,0.3201,0.328,0.0653,0.7903,0.4698
A,relation_on,3_second_couch__2_dog,28,2,0.3342,0.3201,0.328,0.0653,0.7903,0.4698
A,relation_on,3_second_couch__3,28,2,0.2489,0.1655,0.8792,0.0047,0.7903,0.3786
A,relation_on,3_second_couch__3_first_dog,28,2,0.3342,0.3201,0.328,0.0653,0.7903,0.4698
A,relation_on,3_second_dining table__1,28,3,0.0479,0.0469,0.151,0.0894,0.7698,0.0902
A,relation_on,3_second_dining table__1_pizza,28,3,0.0479,0.0469,0.151,0.0894,0.7698,0.0902
A,relation_on,3_second_dining table__2,28,3,0.022,0.0153,0.0402,0.1982,0.7698,0.0427
A,relation_on,3_second_dining table__2_person,28,3,0.022,0.0153,0.0402,0.1982,0.7698,0.0427
A,relation_on,3_second_dining table__3,28,3,0.19,0.1258,0.6703,0.0214,0.7698,0.3048
A,relation_on,3_second_dining table__3_first_pizza,28,3,0.0479,0.0469,0.151,0.0894,0.7698,0.0902
A,relation_on,3_second_horse__1,28,2,0.1631,0.1157,0.262,0.0677,0.7263,0.2664
A,relation_on,3_second_horse__1_horses,28,2,0.1631,0.1157,0.262,0.0677,0.7263,0.2664
A,relation_on,3_second_horse__2,28,2,0.0036,0.0,0.0159,0.1363,0.7263,0.0072
A,relation_on,3_second_horse__2_jockeys,28,2,0.0036,0.0,0.0159,0.1363,0.7263,0.0072
A,relation_on,3_second_horse__3,28,2,0.1631,0.1157,0.262,0.0677,0.7263,0.2664
A,relation_on,3_second_horse__3_first_jockeys,28,2,0.0036,0.0,0.0159,0.1363,0.7263,0.0072
A,relation_on,3_second_man__2,28,1,0.1643,0.1651,0.2604,0.1398,0.7059,0.2665
A,relation_on,3_second_man__2_man,28,1,0.1643,0.1651,0.2604,0.1398,0.7059,0.2665
A,relation_on,3_second_man__3,28,1,0.1643,0.1651,0.2604,0.1398,0.7059,0.2665
A,relation_on,3_second_man__3_first_oven,28,1,0.064,0.0757,0.0615,0.1858,0.7059,0.1174
A,relation_on,3_second_person__1,28,1,0.0269,0.0162,0.0349,0.1483,0.8312,0.0521
A,relation_on,3_second_person__1_person,28,1,0.0269,0.0162,0.0349,0.1483,0.8312,0.0521
A,relation_on,3_second_person__2,28,1,0.1385,0.1199,0.2952,0.0795,0.8312,0.2374
A,relation_on,3_second_person__2_person,28,1,0.1385,0.1199,0.2952,0.0795,0.8312,0.2374
A,relation_on,3_second_person__3,28,1,0.1385,0.1199,0.2952,0.0795,0.8312,0.2374
A,relation_on,3_second_person__3_first_person,28,1,0.0269,0.0162,0.0349,0.1483,0.8312,0.0521
A,relation_on,3_second_player__1,28,1,0.058,0.0709,0.0596,0.1085,0.7194,0.1074
A,relation_on,3_second_player__1_player,28,1,0.058,0.0709,0.0596,0.1085,0.7194,0.1074
A,relation_on,3_second_player__2,28,1,0.146,0.1149,0.171,0.0793,0.7194,0.2427
A,relation_on,3_second_player__2_player,28,1,0.146,0.1149,0.171,0.0793,0.7194,0.2427
A,relation_on,3_second_player__3,28,1,0.146,0.1149,0.171,0.0793,0.7194,0.2427
A,relation_on,3_second_player__3_first_player,28,1,0.058,0.0709,0.0596,0.1085,0.7194,0.1074
A,relation_on,3_second_sink__1,28,1,0.2714,0.3362,0.2039,0.1062,0.8747,0.4143
A,relation_on,3_second_sink__1_cat,28,1,0.2714,0.3362,0.2039,0.1062,0.8747,0.4143
A,relation_on,3_second_sink__2,28,1,0.2714,0.3362,0.2039,0.1062,0.8747,0.4143
A,relation_on,3_second_sink__2_cat,28,1,0.2714,0.3362,0.2039,0.1062,0.8747,0.4143
A,relation_on,3_second_sink__3,28,1,0.1298,0.0916,0.4717,0.0542,0.8747,0.226
A,relation_on,3_second_sink__3_first_cat,28,1,0.2714,0.3362,0.2039,0.1062,0.8747,0.4143
A,relation_on,3_second_skis__1,28,1,0.0104,0.0,0.0186,0.2301,0.7065,0.0204
A,relation_on,3_second_skis__1_woman,28,1,0.0104,0.0,0.0186,0.2301,0.7065,0.0204
A,relation_on,3_second_skis__2,28,1,0.0104,0.0,0.0186,0.2301,0.7065,0.0204
A,relation_on,3_second_skis__2_woman,28,1,0.0104,0.0,0.0186,0.2301,0.7065,0.0204
A,relation_on,3_second_skis__3,28,1,0.1114,0.0304,0.1019,0.1788,0.7065,0.1924
A,relation_on,3_second_skis__3_first_woman,28,1,0.0104,0.0,0.0186,0.2301,0.7065,0.0204
A,relation_on,3_second_suitcase__1,28,3,0.1148,0.101,0.1283,0.2566,0.7198,0.198
A,relation_on,3_second_suitcase__1_suitcase,28,3,0.1148,0.101,0.1283,0.2566,0.7198,0.198
A,relation_on,3_second_suitcase__2,28,3,0.0695,0.1062,0.0593,0.2621,0.7198,0.1268
A,relation_on,3_second_suitcase__2_woman,28,3,0.0695,0.1062,0.0593,0.2621,0.7198,0.1268
A,relation_on,3_second_suitcase__3,28,3,0.1148,0.101,0.1283,0.2566,0.7198,0.198
A,relation_on,3_second_suitcase__3_first_woman,28,3,0.0695,0.1062,0.0593,0.2621,0.7198,0.1268
A,relation_on,3_second_surfboard__1,28,3,0.0559,0.1408,0.0478,0.182,0.7623,0.1042
A,relation_on,3_second_surfboard__1_person,28,1,0.0233,0.0509,0.0188,0.1989,0.6812,0.045
A,relation_on,3_second_surfboard__1_surfer,28,2,0.0722,0.1857,0.0623,0.1736,0.8029,0.1326
A,relation_on,3_second_surfboard__2,28,3,0.0559,0.1408,0.0478,0.182,0.7623,0.1042
A,relation_on,3_second_surfboard__2_person,28,1,0.0233,0.0509,0.0188,0.1989,0.6812,0.045
A,relation_on,3_second_surfboard__2_surfer,28,2,0.0722,0.1857,0.0623,0.1736,0.8029,0.1326
A,relation_on,3_second_surfboard__3,28,3,0.1258,0.2392,0.1083,0.1519,0.7623,0.2159
A,relation_on,3_second_surfboard__3_first_person,28,1,0.0233,0.0509,0.0188,0.1989,0.6812,0.045
A,relation_on,3_second_surfboard__3_first_surfer,28,2,0.0722,0.1857,0.0623,0.1736,0.8029,0.1326
A,relation_on,3_second_surfer__2,28,1,0.0531,0.0595,0.0325,0.2596,0.7971,0.0995
A,relation_on,3_second_surfer__2_surfer,28,1,0.0531,0.0595,0.0325,0.2596,0.7971,0.0995
A,relation_on,3_second_surfer__3,28,1,0.0531,0.0595,0.0325,0.2596,0.7971,0.0995
A,relation_on,3_second_surfer__3_first_surfer,28,1,0.2801,0.2826,0.2118,0.0824,0.7971,0.4146
A,relation_on,3_second_tent__1,28,1,0.0059,0.0,0.1594,0.0815,0.829,0.0117
A,relation_on,3_second_tent__1_tent,28,1,0.0059,0.0,0.1594,0.0815,0.829,0.0117
A,relation_on,3_second_tent__2,28,1,0.012,0.0,0.0395,0.1808,0.829,0.0236
A,relation_on,3_second_tent__2_woman,28,1,0.012,0.0,0.0395,0.1808,0.829,0.0236
A,relation_on,3_second_tent__3,28,1,0.0059,0.0,0.1594,0.0815,0.829,0.0117
A,relation_on,3_second_tent__3_first_woman,28,1,0.012,0.0,0.0395,0.1808,0.829,0.0236
A,relation_on,3_second_umbrella__1,28,1,0.0068,0.0003,0.0615,0.2306,0.9003,0.0135
A,relation_on,3_second_umbrella__1_umbrella,28,1,0.0068,0.0003,0.0615,0.2306,0.9003,0.0135
A,relation_on,3_second_umbrella__2,28,1,0.0,0.0,0.0154,0.2366,0.9003,0.0
A,relation_on,3_second_umbrella__2_women,28,1,0.0,0.0,0.0154,0.2366,0.9003,0.0
A,relation_on,3_second_umbrella__3,28,1,0.0068,0.0003,0.0615,0.2306,0.9003,0.0135
A,relation_on,3_second_umbrella__3_first_women,28,1,0.0,0.0,0.0154,0.2366,0.9003,0.0
A,relation_on,3_second_woman__1,28,1,0.0137,0.0013,0.0078,0.1875,0.7366,0.0268
A,relation_on,3_second_woman__1_man,28,1,0.0137,0.0013,0.0078,0.1875,0.7366,0.0268
A,relation_on,3_second_woman__2,28,1,0.2084,0.0975,0.3321,0.1048,0.7366,0.3248
A,relation_on,3_second_woman__2_woman,28,1,0.2084,0.0975,0.3321,0.1048,0.7366,0.3248
A,relation_on,3_second_woman__3,28,1,0.2084,0.0975,0.3321,0.1048,0.7366,0.3248
A,relation_on,3_second_woman__3_first_man,28,1,0.0137,0.0013,0.0078,0.1875,0.7366,0.0268
A,relation_over,1__1_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,1__1_horse,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,1__1_player,28,1,0.1185,0.0703,0.2549,0.0832,0.7393,0.2043
A,relation_over,1__1_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,1__1_toothbrush,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,1__2,28,7,0.157,0.095,0.24,0.0937,0.7495,0.2597
A,relation_over,1__2_baby,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,1__2_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,1__2_horse,28,2,0.2243,0.1006,0.3687,0.0576,0.7261,0.3427
A,relation_over,1__2_person,28,1,0.2037,0.1479,0.2318,0.1217,0.6812,0.3136
A,relation_over,1__2_player,28,1,0.1185,0.0703,0.2549,0.0832,0.7393,0.2043
A,relation_over,1__2_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,1__3,28,6,0.1635,0.0991,0.2375,0.0954,0.7512,0.2685
A,relation_over,1__3_first_baby,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,1__3_first_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,1__3_first_person,28,3,0.0987,0.0348,0.1835,0.1357,0.7111,0.1733
A,relation_over,1__3_first_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,1__3_second_bed,28,1,0.1527,0.2006,0.1406,0.1126,0.6752,0.249
A,relation_over,1__3_second_horse,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,1__3_second_skateboard,28,1,0.0,0.0,0.0212,0.2014,0.8058,0.0
A,relation_over,1__3_second_toothbrush,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,1_dog__1,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,1_dog__2,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,1_dog__2_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,1_dog__3,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,1_dog__3_first_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,1_dog__3_second_bed,28,1,0.1527,0.2006,0.1406,0.1126,0.6752,0.249
A,relation_over,1_horse__1,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,1_horse__2,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,1_horse__2_horse,28,2,0.2243,0.1006,0.3687,0.0576,0.7261,0.3427
A,relation_over,1_horse__2_person,28,1,0.2037,0.1479,0.2318,0.1217,0.6812,0.3136
A,relation_over,1_horse__3,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,1_horse__3_first_person,28,3,0.0987,0.0348,0.1835,0.1357,0.7111,0.1733
A,relation_over,1_horse__3_second_horse,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,1_player__1,28,1,0.1185,0.0703,0.2549,0.0832,0.7393,0.2043
A,relation_over,1_player__2,28,1,0.1185,0.0703,0.2549,0.0832,0.7393,0.2043
A,relation_over,1_player__2_player,28,1,0.1185,0.0703,0.2549,0.0832,0.7393,0.2043
A,relation_over,1_skateboarder__1,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,1_skateboarder__2,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,1_skateboarder__2_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,1_skateboarder__3,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,1_skateboarder__3_first_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,1_skateboarder__3_second_skateboard,28,1,0.0,0.0,0.0212,0.2014,0.8058,0.0
A,relation_over,1_toothbrush__1,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,1_toothbrush__2,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,1_toothbrush__2_baby,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,1_toothbrush__3,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,1_toothbrush__3_first_baby,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,1_toothbrush__3_second_toothbrush,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,2__1,28,7,0.157,0.095,0.24,0.0937,0.7495,0.2597
A,relation_over,2__1_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,2__1_horse,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,2__1_player,28,1,0.1185,0.0703,0.2549,0.0832,0.7393,0.2043
A,relation_over,2__1_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,2__1_toothbrush,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,2__2_baby,28,1,0.1364,0.0642,0.9434,0.0027,0.8926,0.2366
A,relation_over,2__2_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,2__2_horse,28,2,0.2243,0.1006,0.3687,0.0576,0.7261,0.3427
A,relation_over,2__2_person,28,1,0.2037,0.1479,0.2318,0.1217,0.6812,0.3136
A,relation_over,2__2_player,28,1,0.1185,0.0703,0.2549,0.0832,0.7393,0.2043
A,relation_over,2__2_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,2__3,28,6,0.1834,0.1088,0.3822,0.0764,0.7512,0.2949
A,relation_over,2__3_first_baby,28,1,0.1364,0.0642,0.9434,0.0027,0.8926,0.2366
A,relation_over,2__3_first_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,2__3_first_person,28,3,0.0987,0.0348,0.1835,0.1357,0.7111,0.1733
A,relation_over,2__3_first_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,2__3_second_bed,28,1,0.1527,0.2006,0.1406,0.1126,0.6752,0.249
A,relation_over,2__3_second_horse,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,2__3_second_skateboard,28,1,0.0,0.0,0.0212,0.2014,0.8058,0.0
A,relation_over,2__3_second_toothbrush,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,2_baby__1,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,2_baby__1_toothbrush,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,2_baby__2,28,1,0.1364,0.0642,0.9434,0.0027,0.8926,0.2366
A,relation_over,2_baby__3,28,1,0.1364,0.0642,0.9434,0.0027,0.8926,0.2366
A,relation_over,2_baby__3_first_baby,28,1,0.1364,0.0642,0.9434,0.0027,0.8926,0.2366
A,relation_over,2_baby__3_second_toothbrush,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,2_dog__1,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,2_dog__1_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,2_dog__2,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,2_dog__3,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,2_dog__3_first_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,2_dog__3_second_bed,28,1,0.1527,0.2006,0.1406,0.1126,0.6752,0.249
A,relation_over,2_horse__1,28,2,0.2243,0.1006,0.3687,0.0576,0.7261,0.3427
A,relation_over,2_horse__1_horse,28,2,0.2243,0.1006,0.3687,0.0576,0.7261,0.3427
A,relation_over,2_horse__2,28,2,0.2243,0.1006,0.3687,0.0576,0.7261,0.3427
A,relation_over,2_horse__3,28,2,0.2243,0.1006,0.3687,0.0576,0.7261,0.3427
A,relation_over,2_horse__3_first_person,28,2,0.023,0.006,0.0293,0.1912,0.7261,0.0447
A,relation_over,2_horse__3_second_horse,28,2,0.2243,0.1006,0.3687,0.0576,0.7261,0.3427
A,relation_over,2_person__1,28,1,0.2037,0.1479,0.2318,0.1217,0.6812,0.3136
A,relation_over,2_person__1_horse,28,1,0.2037,0.1479,0.2318,0.1217,0.6812,0.3136
A,relation_over,2_person__2,28,1,0.2037,0.1479,0.2318,0.1217,0.6812,0.3136
A,relation_over,2_person__3,28,1,0.2037,0.1479,0.2318,0.1217,0.6812,0.3136
